botid,date(mmddyy),time(hhmmss),press(dbar),theta(ITS-90),sigma(kg/m3),temp(ITS-90),csal(PSS-78),coxy(umol/kg),bsal(PSS-78),boxy(umol/kg),dic(umol/kg),ph,alk(ueq/kg),phos(umol/kg),pH,Aragonite,Calcite
1500200707,72003,95842,148.9,19.2857,25.005,19.3125,35.0743,214.1,35.0799,216.3,2026.8,7.992,2306,-9,8.094,3.068,4.728
1500200704,72003,95513,200.8,16.8106,25.354,16.8435,34.7324,193,34.7388,193.3,2057.2,7.907,2281,-9,8.034,2.487,3.858
1510200116,82003,153105,2000.1,2.092,27.656,2.232,34.6154,85.4,34.6154,85.9,2357.7,-9,2411,2.84,7.798,0.946,1.504
1510200111,82003,150951,2999.6,1.3538,27.755,1.5721,34.6687,123.8,34.6682,123.7,2347.2,7.542,2425,2.62,7.885,1.119,1.780
1510200103,82003,143443,4500.6,1.1132,27.788,1.4879,34.6894,151.8,34.6895,151.4,2326,7.58,2424,2.49,7.947,1.272,2.023
1510200218,82003,184859,266,15.1786,25.541,15.2192,34.492,174.6,34.4907,174,2081.3,7.838,2278,-9,8.006,2.212,3.446
1510200215,82003,184458,358.8,10.3112,26.241,10.3536,34.1574,162.8,34.1589,168.3,2129.8,7.699,2264,1.38,7.932,1.584,2.492
1510200213,82003,184119,494.6,7.7595,26.605,7.8091,34.1033,114.1,34.1036,113,2203.8,7.525,2277,2.11,7.790,1.076,1.701
1510200210,82003,183704,620.9,5.3939,26.943,5.4457,34.1348,46.1,34.133,44.5,2290.9,7.35,2307,2.85,7.631,0.707,1.121
1510200207,82003,183119,762.3,4.7959,27.161,4.857,34.3217,23.2,34.3211,22.1,2326.8,7.33,2336,3.1,7.614,0.677,1.074
1510200201,82003,182300,1003.1,4.0514,27.37,4.1283,34.4839,38.4,34.4848,38.4,2339.8,7.378,2368,3.06,7.688,0.786,1.247
1510200719,82103,95708,4.5,26.2838,22.886,26.2848,34.9225,206.1,34.9231,205.6,1966.7,8.088,2303,-9,8.087,3.793,5.733
1510200717,82103,95506,25.3,26.2389,22.892,26.2446,34.9114,206.6,34.9126,-9,1967.3,8.092,2298,-9,8.079,3.732,5.641
1510200714,82103,95245,44.7,26.1357,22.905,26.1457,34.8865,207.1,34.8859,206.7,1965.9,8.088,2302,-9,8.089,3.789,5.730
1510200712,82103,95030,74.1,24.3529,23.372,24.3687,34.783,-9,-9,219.3,1968.6,8.076,2294,-9,8.101,3.637,5.531
1510200710,82103,94837,100.1,23.7809,23.708,23.8018,35.0027,216,35.0031,216.6,1987.7,8.065,2313,-9,8.104,3.626,5.521
1510200707,82103,94553,149.2,21.462,24.48,21.491,35.1476,200.3,35.1457,199.8,2034.1,8.002,2325,-9,8.078,3.232,4.952
1510200704,82103,94252,198.9,19.9888,24.877,20.0256,35.1477,196.3,35.1453,196.9,2044.3,7.978,2317,-9,8.069,3.019,4.645
1520200111,101403,144833,3001.3,1.3602,27.753,1.5788,34.6674,123.3,34.6671,122.2,2347.7,7.536,2426,2.67,7.886,1.123,1.786
1520200103,101403,140842,4497.6,1.1185,27.788,1.493,34.6891,152.6,34.6885,151.9,2325.7,7.578,2426,-9,7.960,1.312,2.086
1520200219,101403,191255,233.3,18.5619,25.109,18.6029,34.9692,196.7,34.9701,195.2,2050.7,7.952,2308,0.31,8.065,2.841,4.388
1520200217,101403,190851,338.4,12.1296,25.956,12.1741,34.2165,195.4,34.2217,194.1,2086.6,7.802,2267,0.91,8.018,2.017,3.163
1520200214,101403,190226,493.3,7.3921,26.641,7.4403,34.0822,110.7,34.0823,110.6,2209.5,7.503,2277,2.17,7.777,1.033,1.633
1520200211,101403,185656,612,5.5656,26.926,5.6174,34.139,55.5,34.1376,54.8,2280.5,7.375,2314,2.75,7.688,0.809,1.282
1520200208,101403,185021,753.6,4.987,27.154,5.0485,34.3411,29.2,34.3405,29.1,2319.3,7.334,2342,3,7.657,0.752,1.192
1520200201,101403,183015,1019.3,4.0273,27.38,4.1053,34.4931,41.9,34.4926,39.8,2339.9,7.377,2375,3.06,7.711,0.828,1.315
1520200719,101503,100934,4.6,26.7989,22.814,26.8,35.0425,205.3,35.0411,206.9,1967.7,-9,2313,-9,8.090,3.900,5.884
1520200716,101503,100649,25.2,26.7952,22.815,26.8009,35.0426,205.1,35.0415,-9,1967.8,8.11,2310,-9,8.085,3.866,5.832
1520200714,101503,100419,45.4,26.7935,22.816,26.8039,35.0428,204.9,35.0431,-9,1968.8,8.091,2315,-9,8.091,3.911,5.900
1520200712,101503,100203,74.2,25.3368,23.243,25.3531,35.0067,221,35.0092,216.6,1975.5,8.094,2313,-9,8.100,3.786,5.738
1520200710,101503,95921,100.5,23.8783,23.753,23.8994,35.0994,-9,-9,216.7,1988.9,8.068,2317,-9,8.105,3.655,5.563
1520200707,101503,95444,150.1,22.4939,24.295,22.5241,35.2859,198.3,35.2822,199.5,2021.4,8.041,2328,-9,8.086,3.407,5.204
1520200704,101503,94959,200.7,20.2422,24.845,20.2797,35.1933,196.8,35.1886,197.7,2042.2,7.998,2321,-9,8.075,3.085,4.742
1530200116,110903,134815,2000.3,2.0425,27.662,2.1817,34.6176,87.6,34.6187,87.7,2355.5,7.471,2411,-9,7.815,0.981,1.559
1530200111,110903,132555,3001,1.3469,27.754,1.5652,34.6676,124.1,34.6677,124.2,2343.8,7.535,2423,2.62,7.889,1.129,1.795
1530200103,110903,125155,4501.3,1.1138,27.787,1.4886,34.6885,152.2,34.6889,152.1,2324.3,7.585,2416,2.49,7.929,1.220,1.941
1530200217,110903,191055,248.2,13.2692,25.823,13.3037,34.3337,184.2,34.3311,183.9,2086.1,7.814,2265,0.87,7.996,2.013,3.149
1530200215,110903,190654,332,10.2633,26.244,10.3024,34.1507,182.6,34.1513,181.5,2118.3,7.725,2263,1.27,7.960,1.675,2.636
1530200212,110903,185945,485.2,6.745,26.728,6.7899,34.0786,92.4,34.0778,92,2231.1,7.458,2283,2.29,7.735,0.923,1.461
1530200210,110903,185457,594.8,5.7835,26.935,5.8348,34.1842,54.7,34.1852,54.5,2279,7.386,2308,2.74,7.669,0.782,1.238
1530200207,110903,184826,735.3,4.7911,27.168,4.8499,34.33,31.6,34.3293,31.1,2319.9,7.36,2338,3,7.645,0.724,1.149
1530200201,110903,183254,1026.9,3.8536,27.402,3.9309,34.4984,45.2,34.4983,45.3,2339.8,7.395,2367,2.97,7.687,0.779,1.237
1530200718,111003,102917,4.8,26.4971,23.04,26.4982,35.2155,203.6,35.2152,-9,1973.2,8.104,2318,-9,8.091,3.882,5.861
1530200715,111003,102306,24.2,26.4989,23.04,26.5044,35.2159,203.1,35.2172,-9,1973.1,8.107,2315,-9,8.086,3.851,5.813
1530200713,111003,102042,43.5,26.4958,23.039,26.5057,35.2143,203.1,35.2144,-9,1973,-9,2318,-9,8.091,3.885,5.864
1530200711,111003,101734,77.3,25.1154,23.54,25.1322,35.3097,219.8,35.3094,-9,1991.5,8.087,2323,-9,8.088,3.712,5.627
1530200709,111003,101459,99.4,22.2637,24.348,22.2835,35.2692,214.5,35.2688,-9,2015.4,8.038,2321,-9,8.090,3.388,5.179
1530200706,111003,101050,151.8,18.9236,25.047,18.9506,35.0087,197.4,35.0128,197.8,2044.6,7.966,2306,-9,8.068,2.889,4.456
1530200703,111003,100650,200.7,15.481,25.525,15.5119,34.5586,-9,-9,189.4,2064.2,7.888,2282,-9,8.045,2.416,3.760
1540200116,121903,172747,1998.5,1.9324,27.677,2.0698,34.6259,92.4,34.6256,92,2356.3,7.472,2417,2.78,7.824,0.998,1.586
1540200111,121903,170256,2999.9,1.344,27.756,1.5621,34.6695,124.3,34.6708,124.4,2345.4,7.529,2428,2.58,7.899,1.156,1.838
1540200103,121903,162227,4500.2,1.1131,27.789,1.4877,34.69,152.1,34.6899,151.7,2325.5,7.578,2420,2.46,7.937,1.244,1.978
1540200217,121903,221637,265.3,13.8651,25.71,13.9031,34.3462,197.2,34.3441,197.1,2069.6,7.851,2265,0.67,8.025,2.174,3.397
1540200215,121903,221156,345,10.3688,26.223,10.4097,34.1473,198.4,34.1497,195.7,2108,7.75,2260,1.14,7.978,1.740,2.738
1540200209,121903,215426,616.5,5.4896,26.968,5.5414,34.1804,49.2,34.1779,49.4,2286.9,7.367,2308,2.77,7.646,0.736,1.166
1540200206,121903,214756,740.9,4.6214,27.163,4.6797,34.3001,32,34.2989,31.5,2323.8,7.343,2337,3.03,7.631,0.697,1.106
1540200201,121903,213546,1021.5,3.7877,27.407,3.8641,34.4963,48,34.4954,48.2,2337.7,7.397,2373,3.01,7.715,0.828,1.314
1540200618,122003,101115,6.5,24.0958,23.847,24.0972,35.3091,211.1,35.3147,210,1986.9,8.094,2320,-9,8.107,3.703,5.631
1540200613,122003,100528,44.9,23.913,23.95,23.9225,35.373,211.3,-9,211.1,1991.9,-9,2326,-9,8.109,3.710,5.644
1540200611,122003,100243,75.4,23.8049,23.99,23.8207,35.3839,210.8,35.3871,209.9,1998.8,8.08,2326,-9,8.100,3.637,5.534
1540200609,122003,100008,100.5,21.8402,24.482,21.86,35.2889,207.2,35.2867,209.9,2023.7,8.028,2320,-9,8.080,3.285,5.027
1540200606,122003,95632,149.6,19.5378,24.97,19.565,35.1137,197.6,35.1258,198.9,2043.6,7.982,2310,-9,8.066,2.947,4.538
1540200603,122003,95209,199.8,16.6734,25.356,16.7059,34.6938,197.4,34.7083,199,2052.2,7.923,2286,-9,8.056,2.584,4.011
1550200116,12104,143401,1998.5,1.956,27.669,2.0937,34.6178,88.2,34.6188,88.9,2358.3,7.47,2417,2.8,7.817,0.984,1.564
1550200103,12104,133626,4497.6,1.1112,27.788,1.4855,34.6895,152.9,34.6893,152.5,2325.1,7.58,2419,2.48,7.935,1.238,1.970
1550200216,12104,184904,368.6,9.9975,26.272,10.0403,34.1291,190.7,34.1298,189.7,2117,7.738,2261,1.24,7.963,1.666,2.623
1550200212,12104,184309,513,7.1569,26.645,7.2061,34.0456,119,34.0455,121.2,2205,7.531,2272,2.09,7.780,1.027,1.624
1550200210,12104,184004,597.1,5.7247,26.862,5.7758,34.0822,71.1,34.0812,70.8,2262.9,7.4,2295,2.62,7.682,0.796,1.261
1550200207,12104,183455,771.4,4.7777,27.157,4.8395,34.3149,32.1,34.3143,31.3,2322.8,7.346,2333,3,7.618,0.682,1.081
1550200201,12104,182554,1010.2,3.8462,27.369,3.9221,34.4555,42.3,34.455,42.1,2338.7,7.379,2370,3.01,7.702,0.804,1.276
1550200718,12204,95251,3.6,24.1162,23.766,24.117,35.2107,-9,35.2115,209.4,1986.4,8.092,2314,-9,8.100,3.648,5.547
1550200715,12204,95052,24.7,24.12,23.765,24.1252,35.2106,-9,35.2103,209.8,1985.7,8.088,2310,-9,8.095,3.612,5.493
1550200713,12204,94900,43.2,24.1184,23.766,24.1275,35.2109,-9,35.2105,209.5,1985.7,-9,2313,-9,8.100,3.645,5.542
1550200711,12204,94711,73.5,24.0915,23.775,24.107,35.212,-9,-9,209.2,1986.1,8.088,2312,-9,8.098,3.629,5.519
1550200709,12204,94520,99.1,24.078,23.785,24.0989,35.2206,209.8,35.221,209.5,1986.7,8.085,2316,-9,8.103,3.666,5.575
1550200706,12204,94225,148.7,21.3767,24.571,21.4056,35.2366,198.3,35.2373,199.7,2034,8.009,2315,-9,8.062,3.122,4.785
1550200703,12204,93845,202.1,18.1366,25.165,18.1715,34.9037,198.2,34.9184,199.1,2046.4,7.957,2297,-9,8.062,2.769,4.281
1560200116,22404,145104,2000.1,1.9244,27.673,2.0618,34.6204,90.9,34.6203,90.8,2355.2,7.475,2418,2.77,7.831,1.012,1.609
1560200103,22404,134724,4498.3,1.1118,27.788,1.4861,34.6895,152.6,34.6901,152.5,2325.3,7.582,2421,2.48,7.940,1.253,1.993
1560200219,22404,185623,242.6,15.5911,25.502,15.6288,34.5609,198.6,34.5596,198.1,2056.5,7.897,2279,0.51,8.052,2.455,3.821
1560200216,22404,184913,367.6,10.2734,26.255,10.3169,34.1668,185.2,34.167,185.5,2117.4,7.737,2268,1.25,7.974,1.729,2.720
1560200213,22404,184503,491.2,7.1831,26.643,7.2302,34.0475,123.6,34.0466,127.5,2202.1,7.543,2279,2.09,7.811,1.101,1.741
1560200211,22404,184123,605.1,5.7161,26.845,5.7679,34.0597,80.5,34.0535,80.5,2255.8,7.419,2301,2.56,7.727,0.878,1.392
1560200207,22404,183558,759,4.7511,27.111,4.8116,34.2524,31.1,34.2552,30.9,2318.3,-9,2334,3.01,7.638,0.710,1.126
1560200201,22404,182633,1025.2,3.8808,27.398,3.9582,34.497,47.1,34.4976,47.1,2339.8,-9,2378,2.99,7.724,0.848,1.345
1560200718,22504,95850,4.7,24.6761,23.395,24.6771,34.941,210.5,-9,209.8,1971.1,8.093,2305,-9,8.106,3.732,5.667
1560200715,22504,95640,23.9,24.1017,23.748,24.1068,35.1807,212.8,-9,212.9,1986.8,8.086,2326,-9,8.117,3.775,5.742
1560200713,22504,95351,45.1,23.6322,23.983,23.6416,35.3072,214.4,35.309,213.9,1994,-9,2330,-9,8.117,3.729,5.678
1560200711,22504,95142,72.9,23.3341,24.084,23.3491,35.3259,214.9,35.3236,214.1,1995.3,8.085,2337,-9,8.129,3.784,5.767
1570200116,31904,151444,2000.9,2.0039,27.667,2.1425,34.6195,89.3,34.6201,90.2,2357.2,7.477,2418,2.81,7.823,0.999,1.588
1570200111,31904,145154,2999.8,1.3368,27.757,1.5548,34.6694,123.3,34.6689,123.6,2346.1,7.534,2428,2.63,7.897,1.150,1.829
1570200103,31904,141325,4499.3,1.1117,27.789,1.4862,34.6903,152.2,34.6893,151.5,2325.3,7.583,2425,2.51,7.951,1.285,2.044
1570200220,31904,190554,232.9,15.8531,25.46,15.8897,34.5829,-9,-9,204.7,2048.1,7.921,2283,0.41,8.072,2.580,4.013
1570200217,31904,185940,358.8,10.5135,26.22,10.5565,34.1765,193.1,34.1768,191.5,2107.8,-9,2267,1.17,7.992,1.807,2.843
1570200214,31904,185309,492.9,7.361,26.641,7.409,34.0768,118.7,34.077,119.4,2204.2,7.539,2273,2.1,7.782,1.041,1.646
1570200208,31904,184216,757.8,4.671,27.164,4.731,34.3077,32,34.3145,30.9,2324.7,7.348,2339,3.04,7.634,0.704,1.116
1570200201,31904,182657,1020.8,3.8876,27.382,3.9647,34.4772,43.6,34.4772,43.8,2339.3,7.388,2367,3.01,7.689,0.782,1.241
1570200719,32004,102505,8,23.0736,24.057,23.0752,35.1907,212.5,35.1928,212.7,1989.3,8.085,2324,-9,8.126,3.705,5.651
1570200716,32004,102259,24.7,23.0618,24.123,23.0669,35.2732,213,35.272,212.7,1993.7,8.084,2329,-9,8.125,3.710,5.659
1570200714,32004,102044,46.3,23.0483,24.126,23.0578,35.2726,213.3,35.2712,212.6,1993.3,-9,2331,-9,8.129,3.736,5.698
1570200712,32004,101745,73.6,22.9994,24.142,23.0145,35.2751,212.8,35.2749,211.8,1996.2,8.079,2326,-9,8.118,3.651,5.569
1570200710,32004,101521,99.6,22.1222,24.43,22.142,35.3246,215.5,35.3303,215.5,2004.7,-9,2333,-9,8.127,3.620,5.535
1570200707,32004,101130,149.5,19.6658,24.914,19.6931,35.0844,195.4,35.0945,196.3,2041.9,7.986,2317,-9,8.079,3.040,4.680
1570200704,32004,100701,199.8,16.2598,25.415,16.2918,34.6455,209.9,34.65,208.5,2043.5,7.935,2285,-9,8.079,2.654,4.123
1580200116,42004,154425,1998.5,1.9553,27.669,2.093,34.6177,88.1,34.6184,88.2,2357.5,-9,2413,2.84,7.807,0.961,1.528
1580200111,42004,152205,2998.3,1.3305,27.757,1.5482,34.6695,124.4,34.6699,124.5,2345.5,-9,2423,2.66,7.884,1.116,1.775
1580200103,42004,144625,4499.2,1.1123,27.788,1.4868,34.6893,151.6,34.6899,151.2,2326,7.581,2421,2.48,7.938,1.248,1.984
1580200219,42004,185144,256.5,14.9405,25.599,14.9792,34.4997,200.9,34.5027,200.2,2060.9,-9,2273,0.57,8.042,2.346,3.656
1580200217,42004,184839,354.9,11.3207,26.106,11.3653,34.2154,203.3,34.2176,203.2,2092.1,7.796,2262,1,8.006,1.910,3.000
1580200214,42004,184344,513.7,7.4248,26.634,7.4752,34.0787,119.3,34.078,120.5,2203.1,-9,2275,2.07,7.791,1.065,1.683
1580200212,42004,184054,588.8,5.8224,26.848,5.8732,34.0799,72.8,34.0804,72.8,2260.5,7.417,2295,2.63,7.689,0.811,1.284
1580200209,42004,183604,747.2,4.7976,27.105,4.8573,34.2519,34.4,34.2513,33.4,2317.2,7.339,2330,2.97,7.627,0.694,1.101
1580200201,42004,182535,1026.9,3.8398,27.375,3.917,34.463,42.4,34.4628,42.3,2342,7.385,2366,3.01,7.677,0.761,1.208
1580200719,42104,103330,4.7,23.9221,23.646,23.9231,34.9756,213,34.9776,212.5,1977.8,8.079,2302,-9,8.102,3.612,5.498
1580200716,42104,103010,24.9,23.9043,23.656,23.9095,34.9815,212.9,34.9912,212.6,1978.2,-9,2301,-9,8.100,3.596,5.474
1580200714,42104,102651,44.4,23.8454,23.761,23.8547,35.0981,212.9,35.1004,212.9,1982.7,8.087,2309,-9,8.104,3.631,5.527
1580200712,42104,102346,75.1,23.718,23.832,23.7337,35.142,211.5,35.1339,211.9,1987.1,-9,2313,-9,8.104,3.625,5.519
1580200710,42104,102030,99.9,22.8683,24.192,22.8886,35.2909,211.1,35.2945,211.9,2002,8.073,2323,-9,8.105,3.557,5.427
1580200707,42104,101501,149.4,21.6705,24.586,21.6998,35.3637,-9,-9,205.8,2028,8.033,2327,-9,8.085,3.310,5.067
1580200704,42104,101001,199.3,18.1456,25.159,18.1801,34.8994,196.7,34.8995,196.5,2049.5,7.951,2295,-9,8.053,2.718,4.202
1590200116,51804,143350,1999.2,2.0253,27.665,2.1642,34.6191,89,34.6205,89.5,2358.8,7.477,2414,2.84,7.805,0.960,1.525
1590200111,51804,141116,2999.7,1.3698,27.754,1.5884,34.6689,124.3,34.6692,124.5,2348.7,7.531,2428,2.67,7.889,1.131,1.799
1590200103,51804,133736,4498.5,1.1132,27.788,1.4876,34.6893,154.4,34.6893,153.9,2326.9,7.58,2422,2.49,7.938,1.249,1.986
1590200218,51804,185029,256,15.6106,25.504,15.6505,34.5682,203.2,34.5677,202.8,2055.9,-9,2279,0.49,8.053,2.461,3.830
1590200215,51804,184529,384.8,10.4814,26.211,10.5275,34.1571,201.5,34.1579,199.9,2106.5,-9,2262,1.13,7.985,1.773,2.789
1590200212,51804,184109,514.2,7.2596,26.651,7.3093,34.0711,122.8,34.0723,119.1,2207.5,-9,2279,2.11,7.792,1.062,1.679
1590200210,51804,183814,591.7,5.9317,26.864,5.9833,34.1181,72,34.1183,69.4,2266.3,-9,2301,2.61,7.687,0.815,1.290
1590200206,51804,183224,767,4.7704,27.162,4.8318,34.3202,37,34.3201,36.6,2321.3,-9,2339,2.94,7.644,0.723,1.146
1590200201,51804,182356,1019.9,3.9642,27.365,4.0418,34.4664,44.7,34.4669,44.2,2339,-9,2367,2.99,7.689,0.785,1.245
1590200719,51904,95636,3.8,25.517,22.869,25.5178,34.584,210.2,-9,210.3,1953.7,-9,2278,-9,8.087,3.651,5.534
1590200716,51904,95406,24.2,25.229,23.051,25.2343,34.708,212.7,34.7076,213.9,1958.6,8.09,2285,-9,8.092,3.665,5.559
1590200714,51904,95147,43.9,24.8522,23.278,24.8617,34.857,215.8,34.8607,215.3,1968.5,-9,2297,-9,8.097,3.679,5.585
1590200712,51904,94923,73.9,23.9789,23.701,23.9944,35.0702,217.4,35.0758,217.5,1984.9,8.084,2311,-9,8.102,3.634,5.530
1590200710,51904,94541,98.3,22.7876,24.105,22.8075,35.1449,206.3,35.1435,208.5,2012.6,8.044,2317,-9,8.082,3.389,5.174
1590200707,51904,94122,149.2,20.0417,24.791,20.0693,35.0521,192,35.06,193,2049.6,7.973,2310,-9,8.048,2.898,4.458
1590200704,51904,93722,198.3,18.3347,25.119,18.3692,34.9086,198.2,34.903,196.8,2051.5,7.948,2299,-9,8.053,2.743,4.238
1600200216,61504,151705,1999,2.0184,27.664,2.1571,34.6173,87.6,34.6176,87.8,2357.2,7.471,2413,2.84,7.807,0.963,1.531
1600200211,61504,145325,2999.6,1.3151,27.759,1.5326,34.6702,125.3,34.6702,125.7,2344.3,7.538,2425,2.65,7.894,1.140,1.813
1600200203,61504,141850,4498.6,1.1121,27.788,1.4865,34.6894,152,34.6893,151.3,2325.2,7.582,2422,2.52,7.943,1.262,2.006
1600200319,61504,191914,261.1,15.3238,25.525,15.3639,34.513,-9,-9,208.2,2052.3,-9,2272,0.48,8.052,2.423,3.773
1600200317,61504,191654,332.1,11.6431,26.056,11.6856,34.227,208.2,34.2319,207.2,2086.4,7.813,2256,0.93,8.002,1.909,2.996
1600200313,61504,191134,494.5,7.4266,26.625,7.475,34.0679,122.9,34.0682,123.4,2201.7,7.55,2274,2.08,7.792,1.067,1.687
1600200308,61504,190359,737,4.947,27.101,5.0068,34.2679,35.5,34.2685,35.2,2311.7,7.353,2330,2.95,7.644,0.724,1.148
1600200819,61604,95305,3.8,25.8538,22.89,25.8547,34.7492,206.7,34.7533,207.6,1960.9,8.092,2287,-9,8.082,3.676,5.564
1600200816,61604,95100,24,25.6193,22.958,25.6246,34.7433,208,34.7435,208.2,1959.6,-9,2289,-9,8.090,3.706,5.614
1600200814,61604,94850,44.6,25.5553,22.976,25.5652,34.7418,208.1,34.7418,208.5,1959.5,8.093,2289,-9,8.091,3.705,5.615
1600200812,61604,94605,74,24.0411,23.673,24.0567,35.0583,213,35.0711,213.2,1982.4,-9,2303,-9,8.093,3.575,5.439
1600200810,61604,94410,99,23.3527,24.01,23.3731,35.2349,-9,-9,210.6,1999,8.075,2313,-9,8.089,3.492,5.322
1600200807,61604,94114,149.2,22.3013,24.356,22.3312,35.2942,199.7,35.2936,201.3,2020.7,8.041,2320,-9,8.078,3.324,5.080
1600200804,61604,93805,198.5,19.3104,24.955,19.3463,35.0176,179.9,35.0177,190.6,2051.2,7.964,2307,-9,8.052,2.840,4.377
1610200219,71304,222658,265.7,15.2304,25.54,15.271,34.506,207.6,34.5078,206.3,2051.8,-9,2267,0.47,8.044,2.377,3.702
1610200218,71304,222448,343.1,11.4769,26.078,11.5203,34.2161,203,34.2158,202.8,2089.5,-9,2256,0.97,7.997,1.879,2.950
1610200216,71304,222003,502.2,7.3388,26.626,7.3876,34.0537,131.6,34.0527,-9,2199.3,7.552,2272,2.07,7.795,1.069,1.690
1610200215,71304,221753,583.4,6.2367,26.826,6.2889,34.1185,76.3,34.116,76,2254.4,-9,2293,2.55,7.696,0.837,1.326
1610200213,71304,221308,754.1,4.6621,27.143,4.7217,34.281,31.6,34.2793,30.5,2321.3,7.344,2336,3.05,7.635,0.705,1.118
1610200211,71304,220724,1001.4,3.9988,27.351,4.0751,34.4528,40.7,34.4534,40.7,2338.2,7.38,2362,3.05,7.674,0.759,1.204
1610200208,71304,214711,2000.5,1.9621,27.669,2.1,34.619,88.8,34.6189,88.3,2356.9,7.472,2413,2.85,7.809,0.965,1.534
1610200206,71304,213139,2800.1,1.3838,27.749,1.5835,34.6643,118.6,34.6639,119.1,2348.3,-9,2426,2.68,7.884,1.119,1.779
1610200202,71304,210105,4400.8,1.1158,27.787,1.4787,34.6887,150.4,34.6887,150.4,2325.8,7.581,2424,2.53,7.947,1.273,2.025
1610200322,71404,2513,4.9,26.5205,22.576,26.5216,34.6093,204.5,34.6071,205.3,1952.4,8.1,2278,0.01,8.074,3.687,5.571
1610200317,71404,2158,43.4,26.4406,22.599,26.4504,34.6075,205.3,34.6052,205,1952.5,-9,2270,0.02,8.063,3.596,5.435
1610200314,71404,1933,74.4,25.1983,23.172,25.2145,34.8565,216.3,34.8548,215.8,1966.1,8.098,2294,0,8.092,3.679,5.579
1610200311,71404,1703,99.7,24.2894,23.591,24.3106,35.0471,214.7,35.039,214.8,1979.6,8.092,2303,0,8.094,3.610,5.487
1610200305,71404,1242,149.8,22.4565,24.308,22.4867,35.288,203.2,35.2808,203.2,2017.6,-9,2320,0.01,8.081,3.359,5.131
1610200301,71404,922,200,20.2938,24.794,20.3312,35.1447,192.4,35.1443,192.2,2047.6,7.984,2313,0.06,8.052,2.950,4.534
1620200216,81504,154525,2000.4,1.9667,27.667,2.1047,34.6166,84.5,34.6158,84.8,2363.3,7.463,2412,2.85,7.785,0.916,1.456
1620200211,81504,152205,3000.1,1.3201,27.759,1.5377,34.671,123.9,34.6728,124,2346,7.534,2422,2.63,7.880,1.105,1.757
1620200203,81504,144725,4500.8,1.11,27.789,1.4846,34.6899,151.9,34.6926,151.5,2326.8,7.582,2420,2.5,7.933,1.233,1.961
1620200315,81504,193455,373.4,9.6057,26.353,9.648,34.1481,195.1,34.1481,193.9,2121.1,7.74,2262,1.28,7.961,1.636,2.577
1620200309,81504,192610,619,5.279,26.952,5.3301,34.1283,47.9,34.1252,46.4,2291.6,7.353,2306,2.83,7.627,0.698,1.106
1620200306,81504,192124,757.5,4.5452,27.164,4.6044,34.2904,25.8,34.2901,23.3,2330.9,7.324,2335,3.11,7.601,0.650,1.032
1620200301,81504,191329,1020.6,3.8469,27.401,3.9237,34.4963,43.5,34.4991,43.2,2342.5,7.39,2371,3.03,7.692,0.788,1.250
1620201119,81704,102258,4.2,26.9033,22.658,26.9042,34.8793,203,34.8792,202.8,1961.2,8.106,2291,-9,8.069,3.735,5.635
1620201116,81704,102057,24.8,26.8619,22.674,26.8676,34.8835,203.3,34.881,203.6,1961.5,-9,2294,-9,8.074,3.764,5.679
1620201114,81704,101902,44.8,24.5422,23.624,24.5518,35.1908,221.9,35.1894,220.3,1990.3,8.086,2312,-9,8.084,3.597,5.463
1620201112,81704,101706,74.5,22.609,24.267,22.624,35.2922,211.3,35.2934,212.5,2013,-9,2319,-9,8.085,3.397,5.187
1620201110,81704,101512,99.9,21.6719,24.501,21.6914,35.2522,205.9,35.2548,208.1,2025.8,8.034,2316,-9,8.073,3.220,4.930
1620201107,81704,101149,149.6,19.3826,24.975,19.4097,35.0688,204.6,35.0736,202.7,2041.1,7.984,2303,-9,8.062,2.897,4.464
1620201104,81704,100825,199.2,16.2712,25.382,16.303,34.6059,193.7,34.616,194.8,2057.9,7.905,2274,-9,8.029,2.405,3.737
1630200216,92804,153106,1999.4,1.9751,27.666,2.1132,34.6161,84.8,34.6164,85.2,2360.2,7.465,2419,2.86,7.817,0.985,1.566
1630200211,92804,150545,2999.9,1.3236,27.758,1.5413,34.6696,125.6,34.6696,125.5,2344.8,7.54,2424,2.66,7.889,1.129,1.795
1630200203,92804,142544,4500.1,1.1116,27.788,1.4861,34.6894,152.3,34.6905,151.9,2325.5,7.583,2421,2.5,7.940,1.251,1.990
1630200317,92804,195403,269.8,13.7262,25.72,13.7646,34.3222,204.3,34.3205,202.4,2065.5,-9,2264,0.65,8.034,2.202,3.441
1630200315,92804,195043,347.7,10.9372,26.139,10.98,34.1681,189.9,34.1672,193.9,2102.5,7.768,2260,1.1,7.983,1.794,2.820
1630200312,92804,194543,486.7,7.2512,26.636,7.2981,34.0502,122,34.0513,122.2,2202.8,7.537,2285,2.1,7.826,1.143,1.807
1630200309,92804,194003,625.7,5.2957,26.953,5.3474,34.1325,49.6,34.1315,-9,2290.1,-9,2316,2.85,7.666,0.763,1.210
1630200306,92804,193443,765,4.6531,27.165,4.7136,34.3064,31.2,34.3084,30.8,2323.9,7.346,2338,3.03,7.633,0.702,1.114
1630200301,92804,192508,992.1,3.9843,27.367,4.0597,34.4711,39.1,34.4728,38.4,2341.4,7.379,2363,3.02,7.667,0.747,1.186
1630200819,92904,95158,4.9,27.4012,22.514,27.4024,34.9002,201.7,34.9002,201.4,1957,8.115,2293,-9,8.071,3.812,5.741
