botid,date(mmddyy),time(hhmmss),press(dbar),theta(ITS-90),sigma(kg/m3),temp(ITS-90),csal(PSS-78),coxy(umol/kg),bsal(PSS-78),boxy(umol/kg),dic(umol/kg),ph,alk(ueq/kg),phos(umol/kg),pH,Aragonite,Calcite
1380200516,63002,15508,24.2,25.5423,23.13,25.5476,34.9406,206.5,34.9311,-9,1972.3,-9,2291,-9,8.071,3.586,5.433
1380200514,63002,15402,34.4,25.4336,23.174,25.4411,34.9535,207.8,34.9522,-9,1974.4,-9,2294,-9,8.073,3.595,5.447
1380200512,63002,15152,59.3,23.341,24.019,23.3532,35.243,218.1,35.2436,-9,1999.9,-9,2314,-9,8.089,3.493,5.323
1380200510,63002,14937,84.7,22.2836,24.404,22.3005,35.35,218.2,35.3476,217.2,2012.2,-9,2321,-9,8.094,3.418,5.223
1380200507,63002,14617,124.2,21.1472,24.679,21.1712,35.2956,203.8,35.2948,204.7,2030.6,-9,2319,-9,8.077,3.192,4.894
1380200504,63002,14244,174.7,18.5017,25.09,18.5323,34.925,189.6,34.927,186.6,2056.6,-9,2295,-9,8.034,2.654,4.099
1390200116,82702,160254,2000.3,2.0031,27.666,2.1416,34.6182,86.3,34.6185,86.6,2359.3,-9,2411,-9,7.803,0.955,1.518
1390200111,82702,153654,3000.6,1.343,27.755,1.5612,34.6684,124,34.671,124.5,2346.2,-9,2421,2.65,7.876,1.096,1.743
1390200103,82702,145329,4501,1.1135,27.787,1.4882,34.6878,-9,-9,151.5,2326.1,-9,2415,-9,7.928,1.219,1.939
1390200217,82702,195938,244.1,15.3103,25.54,15.3478,34.5289,193.5,34.5272,193.5,2064.4,-9,2269,-9,8.021,2.283,3.555
1390200215,82702,195422,354.7,10.5189,26.196,10.5614,34.1463,182.9,34.146,182.3,2115.3,-9,2254,1.08,7.942,1.623,2.553
1390200212,82702,194722,500.3,6.9366,26.669,6.9837,34.0369,114.7,34.0362,114.4,2213.2,-9,2272,2.12,7.756,0.968,1.532
1390200208,82702,194017,609.5,5.5895,26.935,5.6412,34.1534,46,34.1573,46,2286.5,-9,2302,2.84,7.626,0.704,1.115
1390200204,82702,193128,752.8,4.7448,27.17,4.8049,34.3259,18.9,34.3215,18.5,2333.2,-9,2334,2.98,7.587,0.636,1.009
1390200201,82702,191858,1021,4.0004,27.384,4.0784,34.4946,38.9,34.494,38.9,2343.2,-9,2363,-9,7.670,0.755,1.198
1390200618,82802,72140,5.3,26.3958,22.886,26.397,34.9695,205,34.9691,204.5,1969.2,-9,2296,-9,8.070,3.691,5.576
1390200615,82802,71920,25.4,26.3705,22.915,26.3762,34.9965,204.9,34.9949,204.8,1970.9,-9,2298,-9,8.070,3.694,5.581
1390200613,82802,71715,44.6,26.0008,23.046,26.0107,35.0176,208.1,35.0262,209.4,1973.9,-9,2301,-9,8.075,3.686,5.575
1390200611,82802,71430,75.4,24.2454,23.695,24.2613,35.1668,-9,-9,215.6,1992.7,-9,2312,-9,8.085,3.567,5.423
1390200609,82802,71200,99.4,22.947,24.161,22.9673,35.2803,-9,-9,217.9,2006.5,-9,2319,-9,8.091,3.470,5.294
1390200606,82802,70720,150.3,20.8552,24.739,20.8839,35.2699,200.9,35.2676,203,2037.8,-9,2321,-9,8.073,3.137,4.813
1390200603,82802,70121,201.6,18.3492,25.142,18.3843,34.9434,193.8,34.9445,194.5,2055.2,-9,2297,-9,8.042,2.685,4.149
1400200116,100602,154829,2000,2.0778,27.656,2.2175,34.6143,85.1,34.6121,85,2356.1,-9,2422,-9,7.847,1.056,1.679
1400200111,100602,152614,3001.2,1.3612,27.753,1.5798,34.6675,121.8,34.6669,122.1,2346.2,-9,2428,2.68,7.896,1.149,1.828
1400200103,100602,144900,4500.9,1.113,27.787,1.4877,34.6875,151.1,34.6877,151.1,2324.1,-9,2425,-9,7.962,1.316,2.093
1400200218,100602,190553,258.9,15.428,25.522,15.4679,34.5396,190.6,34.5435,189.6,2066.2,-9,2271,0.41,8.019,2.283,3.554
1400200216,100602,190313,345.8,11.7194,26.02,11.7638,34.1999,196.6,34.2019,197.5,2086.7,-9,2256,-9,8.002,1.917,3.008
1400200212,100602,185713,509.9,7.4748,26.615,7.5249,34.0634,121.4,34.0635,121.3,2197.3,-9,2274,1.95,7.806,1.100,1.740
1400200210,100602,185408,604.8,6.0097,26.849,6.0629,34.1107,63.1,34.1123,64.3,2264.6,-9,2300,2.68,7.688,0.818,1.296
1400200207,100602,184908,744.6,4.8901,27.118,4.9502,34.2812,-9,-9,20.7,2322,-9,2335,-9,7.636,0.714,1.132
1400200619,100702,65410,4.9,26.3546,22.97,26.3558,35.0636,204.9,35.0624,204.2,1967.6,-9,2306,-9,8.087,3.812,5.759
1400200615,100702,65150,24.3,26.3558,22.969,26.3612,35.0626,204.7,35.062,204.3,1968.1,-9,2308,-9,8.088,3.829,5.785
1400200613,100702,64950,44.3,26.3521,22.97,26.3621,35.0622,204.6,35.0614,204.1,1967.8,-9,2303,-9,8.082,3.777,5.706
1400200611,100702,64750,77.3,26.2196,23.188,26.237,35.2966,207.9,35.2934,206.7,1981.8,-9,2322,-9,8.086,3.827,5.782
1400200609,100702,64535,98.7,23.3104,24.009,23.3307,35.2181,220.3,35.2105,216.9,2000.9,-9,2319,-9,8.096,3.537,5.391
1400200606,100702,64150,149.1,21.2786,24.65,21.3075,35.3048,-9,-9,207.3,2026.5,-9,2325,-9,8.092,3.299,5.056
1400200603,100702,63820,200.6,19.2696,25.026,19.3058,35.0966,198.4,35.0988,198.8,2047.7,-9,2309,-9,8.061,2.892,4.457
1410200116,110302,145525,2003.2,2.0801,27.657,2.2201,34.6158,87.1,34.6138,86.9,2356.3,-9,2408,2.83,7.793,0.935,1.486
1410200111,110302,143150,3002.8,1.3795,27.751,1.5987,34.6663,119.7,34.6641,120.4,2347.7,-9,2421,-9,7.879,1.106,1.758
1410200110,110302,142650,3203.2,1.3114,27.761,1.549,34.6722,125.9,34.6716,125.9,2345.9,-9,2422,-9,7.888,1.126,1.791
1410200109,110302,142205,3402.5,1.254,27.768,1.5104,34.6769,132.4,34.6765,132.4,2340.9,-9,2420,-9,7.898,1.147,1.825
1410200108,110302,141725,3601.6,1.211,27.774,1.4872,34.6806,137.7,34.6816,137.9,2337.1,-9,2426,-9,7.927,1.223,1.945
1410200107,110302,141240,3801,1.1735,27.779,1.4702,34.6836,142.7,34.683,143.7,2333,-9,2417,-9,7.913,1.183,1.881
1410200106,110302,140740,4001.7,1.1472,27.783,1.4653,34.686,146.6,34.6848,146.2,2329.3,-9,2421,-9,7.936,1.243,1.976
1410200105,110302,140300,4200.2,1.1282,27.786,1.4682,34.6875,149.4,34.6879,149,2328.1,-9,2419,-9,7.934,1.236,1.965
1410200104,110302,135810,4398.5,1.1177,27.787,1.4804,34.6883,150.9,34.6881,150.7,2327.1,-9,2420,-9,7.939,1.251,1.990
1410200103,110302,135525,4498.2,1.1135,27.787,1.4879,34.6885,151.4,34.6885,151.4,2325.7,-9,2417,-9,7.935,1.238,1.969
1410200102,110302,135215,4598.2,1.1099,27.788,1.4962,34.6888,152.1,34.6895,151.7,2325.9,-9,2418,-9,7.937,1.245,1.979
1410200101,110302,134456,4811.1,1.1075,27.788,1.5196,34.6888,152.3,34.6895,152.6,2325.3,-9,2428,-9,7.967,1.331,2.117
1410200218,110302,191053,239.5,15.6767,25.5,15.7141,34.5831,200.6,34.5861,200.1,2055.7,-9,2271,-9,8.037,2.389,3.717
1410200215,110302,190453,363.4,10.4471,26.223,10.4905,34.1643,199.1,34.1658,199.2,2103.6,-9,2256,-9,7.981,1.754,2.758
1410200212,110302,185808,512.3,6.8037,26.698,6.8515,34.0509,104.4,34.0515,103.3,2221.1,-9,2277,-9,7.755,0.965,1.527
1410200210,110302,185423,594.7,5.7427,26.864,5.7937,34.0878,62.9,34.0893,61.7,2269.6,-9,2289,-9,7.647,0.737,1.168
1410200207,110302,184653,774.8,4.7448,27.173,4.8067,34.3298,23.1,34.3313,21.9,2327.2,-9,2334,-9,7.617,0.681,1.079
1410200201,110302,183054,1018.9,4.0292,27.38,4.1072,34.4938,38.1,34.4921,38.5,2339.2,-9,2363,-9,7.683,0.778,1.234
1410200718,110402,95717,4.6,25.9214,23.172,25.9225,35.151,206.2,35.1506,205.5,1974,-9,2312,-9,8.090,3.797,5.744
1410200715,110402,95457,25.1,25.9294,23.175,25.935,35.158,206.3,35.1579,204.7,1974,-9,2311,-9,8.089,3.786,5.727
1410200714,110402,95357,35.4,25.9321,23.176,25.94,35.1605,206.2,35.1608,204.9,1975.1,-9,2309,-9,8.084,3.753,5.676
1410200711,110402,95108,75.1,23.2887,24.031,23.3042,35.239,-9,-9,216.2,2006.9,-9,2318,-9,8.084,3.464,5.280
1410200709,110402,94858,100.8,22.0091,24.455,22.0291,35.3151,203.5,35.3125,204,2027.2,-9,2322,-9,8.075,3.273,5.007
1410200706,110402,94508,149.2,20.0841,24.874,20.1118,35.1765,190.3,35.1752,192.4,2051.4,-9,2310,-9,8.043,2.877,4.424
1410200703,110402,94058,202.4,18.3143,25.156,18.3496,34.9501,203.7,34.9545,200.5,2046.3,-9,2295,-9,8.056,2.751,4.250
1420200116,112402,154411,1998,2.0674,27.66,2.2067,34.618,88.3,34.6158,-9,2354.2,-9,2408,2.79,7.800,0.949,1.508
1420200111,112402,151917,2997,1.3399,27.758,1.5576,34.6709,124.5,34.6698,-9,2345.4,-9,2422,2.62,7.881,1.110,1.764
1420200103,112402,143751,4506.8,1.1127,27.789,1.4881,34.6899,152.8,34.6891,-9,2325.7,-9,2417,2.44,7.928,1.218,1.937
1420200218,112402,201239,262,15.6901,25.498,15.7311,34.5848,185.3,34.5967,-9,2058.1,-9,2279,0.47,8.047,2.441,3.798
1420200216,112402,200854,344.4,11.6533,26.069,11.6974,34.2465,196.3,34.2523,-9,2084.9,-9,2257,0.86,8.007,1.932,3.033
1420200213,112402,200255,483.2,8.4365,26.477,8.4874,34.0691,153.4,34.0719,-9,2158,-9,2262,1.64,7.876,1.315,2.076
1420200210,112402,195657,615.7,6.0835,26.831,6.1381,34.0997,64.5,34.0991,-9,2263.4,-9,2295,2.57,7.675,0.795,1.260
1420200207,112402,194819,769.7,4.803,27.155,4.8648,34.3153,23.1,34.3164,-9,2331.7,-9,2336,3.03,7.598,0.653,1.036
1420200201,112402,193345,1032.2,3.9643,27.391,4.043,34.4991,40.3,34.4977,-9,2341.4,-9,2365,3,7.674,0.759,1.204
1420200718,112502,101005,3.7,25.3924,23.383,25.3932,35.2146,181.3,35.214,-9,1981,-9,2314,-9,8.089,3.732,5.653
1420200715,112502,100725,25.1,25.3795,23.395,25.3851,35.225,181.5,35.2247,-9,1981.2,-9,2313,-9,8.088,3.718,5.633
1420200713,112502,100455,43.7,25.2624,23.497,25.272,35.3125,182.6,35.3074,-9,1986.9,-9,2326,-9,8.098,3.795,5.750
1420200711,112502,100135,76.1,25.1963,23.525,25.2129,35.3219,182.9,35.3222,-9,1988.9,-9,2320,-9,8.087,3.707,5.618
1420200709,112502,95845,97.7,22.6999,24.243,22.7197,35.2944,193.1,35.2905,-9,2015.6,-9,2326,-9,8.090,3.447,5.263
1420200706,112502,95345,146.3,20.8208,24.737,20.8487,35.2559,177.8,35.2605,-9,2039.2,-9,2317,-9,8.064,3.081,4.728
1420200703,112502,94905,200.5,18.0652,25.174,18.0997,34.8928,186.9,34.9032,-9,2046.2,-9,2293,-9,8.057,2.729,4.220
1430200116,121802,143705,2001.3,1.9873,27.669,2.1257,34.6209,-9,-9,-9,2357.2,-9,2409,2.8,7.795,0.936,1.487
1430200111,121802,141526,2999.2,1.3374,27.756,1.5553,34.6692,-9,-9,-9,2347.3,-9,2419,2.61,7.866,1.073,1.707
1430200103,121802,134150,4500.5,1.1136,27.787,1.4883,34.6885,153.7,34.6895,-9,2326.2,-9,2414,-9,7.925,1.210,1.925
1430200218,121802,185723,248,15.4025,25.539,15.4408,34.5533,206.5,34.5537,-9,2065.9,-9,2271,0.46,8.019,2.285,3.557
1430200216,121802,185338,343.3,12.027,26.02,12.0718,34.2737,221.4,34.2752,-9,2074.4,-9,2257,0.78,8.026,2.032,3.187
1430200213,121802,184809,513.6,7.1886,26.634,7.238,34.0374,133.5,34.0386,-9,2193.1,-9,2270,1.98,7.811,1.098,1.737
1430200211,121802,184434,599.4,5.7785,26.852,5.8301,34.0789,70.5,34.0756,-9,2264.8,-9,2289,2.58,7.654,0.749,1.187
1430200208,121802,183823,761.7,4.7517,27.163,4.8125,34.3178,24.1,34.3158,-9,2328.3,-9,2331,3.05,7.593,0.644,1.021
1430200201,121802,182543,1021.9,3.8359,27.392,3.9127,34.4838,43.1,34.4838,-9,2343.6,-9,2365,3.01,7.668,0.746,1.184
1430200718,121902,95929,5,24.5695,23.684,24.5706,35.2816,172.6,35.2828,-9,1986.3,-9,2315,-9,8.094,3.667,5.568
1430200715,121902,95729,25,24.5718,23.684,24.5771,35.2824,172.6,35.2822,-9,1986.5,-9,2315,-9,8.093,3.665,5.565
1430200711,121902,95334,75.3,24.2053,23.841,24.2212,35.3447,173.9,35.3461,-9,1992.2,-9,2319,-9,8.095,3.639,5.531
1430200709,121902,95129,100.5,22.0705,24.422,22.0904,35.2948,176.8,35.2956,-9,2017.2,-9,2316,-9,8.082,3.312,5.065
1430200706,121902,94814,149.8,19.8999,24.891,19.9275,35.1344,175.5,35.1307,-9,2032.8,-9,2303,-9,8.068,2.986,4.594
1430200703,121902,94449,202.4,17.669,25.226,17.7034,34.8335,178,34.8369,-9,2041.5,-9,2284,-9,8.057,2.678,4.146
1440200116,11603,181946,1996.8,2.0453,27.662,2.1843,34.6174,90.3,34.6178,-9,2356.9,-9,2413,2.8,7.808,0.966,1.535
1440200111,11603,180101,2994.2,1.3459,27.755,1.5635,34.6685,124.9,34.6698,-9,2346.3,-9,2425,2.61,7.888,1.126,1.791
1440200103,11603,172635,4499.3,1.1145,27.787,1.4891,34.6882,153.2,34.6897,-9,2326.3,-9,2422,2.46,7.940,1.254,1.994
1440200218,11603,220205,239.9,15.8045,25.478,15.8421,34.5924,211.8,34.5916,-9,2047.2,-9,2276,0.39,8.062,2.518,3.915
1440200215,11603,215726,361.5,10.6606,26.202,10.7043,34.1863,205.5,34.1875,-9,2098.1,-9,2262,1.02,8.003,1.850,2.909
1440200212,11603,215240,500.4,7.365,26.615,7.4137,34.0444,134.2,34.0445,-9,2190.9,-9,2276,1.95,7.834,1.163,1.839
1440200210,11603,214941,590.7,5.836,26.837,5.887,34.0687,70.4,34.068,-9,2259,-9,2297,-9,7.709,0.850,1.346
1440200206,11603,214411,763.4,4.7177,27.164,4.7785,34.3151,23.9,34.3146,-9,2330.3,-9,2344,-9,7.641,0.719,1.141
1440200201,11603,213525,1019,3.8253,27.391,3.9017,34.481,41.6,34.4816,-9,2345,-9,2371,3.01,7.684,0.774,1.228
1440200618,11703,95502,4.2,23.6732,23.997,23.6741,35.3416,206.9,35.3472,-9,1995.1,-9,2325,-9,8.107,3.663,5.576
1440200615,11703,95312,24.9,23.689,23.991,23.6942,35.341,206.9,35.3435,-9,1995.1,-9,2321,-9,8.101,3.620,5.511
1440200613,11703,95138,45.1,23.6853,23.992,23.6947,35.3409,206.6,-9,-9,1995.5,-9,2325,-9,8.106,3.659,5.570
1440200611,11703,94903,74.6,23.687,23.992,23.7026,35.3407,206.2,35.3399,-9,1994.8,-9,2328,-9,8.111,3.699,5.631
1440200609,11703,94708,99.3,23.6745,23.995,23.6952,35.3396,206,35.3399,-9,1995.3,-9,2325,-9,8.106,3.661,5.573
1440200606,11703,94418,148.8,21.0051,24.68,21.0337,35.2459,198.8,35.2503,-9,2034.7,-9,2316,-9,8.068,3.119,4.784
1440200603,11703,94108,200.2,18.4771,25.116,18.5122,34.9509,-9,-9,-9,2037.2,-9,2299,-9,8.077,2.883,4.454
1450200217,22503,185320,271.3,13.4022,25.772,13.4402,34.3031,253.7,34.3068,-9,2069.3,-9,2262,-9,8.028,2.150,3.363
1450200215,22503,185030,348.9,10.4803,26.196,10.5219,34.1372,231.9,34.1389,-9,2109.6,-9,2258,1.05,7.968,1.710,2.689
1450200212,22503,184534,488.8,7.3611,26.625,7.4086,34.0556,139.5,34.0588,-9,2201.4,-9,2272,2.05,7.788,1.054,1.666
1450200210,22503,184205,586.1,6.1117,26.847,6.1636,34.1246,74.4,34.126,-9,2265.1,-9,2295,2.59,7.668,0.785,1.244
1450200207,22503,183650,750.5,4.8891,27.167,4.9497,34.343,30.7,34.3468,-9,2325.2,-9,2340,2.96,7.632,0.708,1.123
1450200201,22503,182630,958,4.0196,27.367,4.0924,34.4762,43.2,34.476,-9,2341.1,-9,2367,3.02,7.681,0.773,1.226
1450200718,22603,95707,4.5,23.3662,24.075,23.3672,35.327,310.6,35.325,-9,1997.2,-9,2323,-9,8.106,3.614,5.507
1450200715,22603,95458,24,23.3652,24.076,23.3702,35.3271,310.9,35.3303,-9,1996.9,-9,2322,-9,8.105,3.606,5.495
1450200713,22603,95247,44.7,23.3553,24.078,23.3646,35.3263,311,35.324,-9,1997.2,-9,2324,-9,8.107,3.625,5.523
1450200711,22603,95028,73.1,22.952,24.172,22.967,35.2966,314.5,35.295,-9,1997.2,-9,2322,-9,8.111,3.596,5.486
1450200709,22603,94757,99.2,22.7538,24.249,22.774,35.3222,310.2,35.3218,-9,1999.9,-9,2324,-9,8.112,3.585,5.472
1450200706,22603,94358,149.5,21.6708,24.545,21.7002,35.3092,297.5,35.3175,-9,2019.9,-9,2323,-9,8.094,3.351,5.130
1450200703,22603,94008,200.2,18.8961,25.061,18.9317,35.0178,275,35.0195,-9,2048.7,-9,2306,-9,8.061,2.848,4.393
1460200116,32803,152119,1999.9,2.0559,27.659,2.1952,34.6154,89,34.6156,-9,2359.6,-9,2414,2.82,7.802,0.955,1.517
1460200111,32803,145945,3000,1.3535,27.754,1.5719,34.6681,126.5,34.6679,-9,2348.7,-9,2425,2.61,7.880,1.109,1.763
1460200103,32803,142559,4501.3,1.1154,27.788,1.4902,34.6888,157.3,34.6893,-9,2325.8,-9,2419,2.48,7.933,1.233,1.961
1460200218,32803,201215,251.2,15.7649,25.491,15.8043,34.5966,238.3,34.6007,-9,2049,-9,2270,-9,8.048,2.444,3.801
1460200216,32803,200900,344.4,11.6855,26.061,11.7296,34.2437,238.4,34.2434,-9,2083.8,-9,2258,0.76,8.012,1.953,3.065
1460200212,32803,200214,494.9,7.0639,26.648,7.1109,34.0325,139.2,34.0317,-9,2202.9,-9,2272,2.08,7.788,1.041,1.647
1460200210,32803,195800,597.5,5.6155,26.866,5.6662,34.0712,75.4,34.0711,-9,2267.4,-9,2294,2.64,7.665,0.763,1.209
1460200207,32803,195120,746.9,4.7211,27.173,4.7805,34.3265,25.6,34.3272,-9,2328.5,-9,2339,3.05,7.620,0.685,1.086
1460200201,32803,193749,999.5,4.0577,27.374,4.1344,34.4898,39.6,34.4887,-9,2341.2,-9,2365,3.05,7.673,0.760,1.206
1460200718,32903,101044,9.8,23.5624,24.031,23.5644,35.3438,270.9,35.3435,-9,1998,-9,2326,-9,8.105,3.642,5.546
1460200715,32903,100759,25.7,23.5676,24.029,23.5729,35.343,270.8,35.3423,-9,1997.5,-9,2322,-9,8.100,3.604,5.488
1460200713,32903,100539,44.8,23.0901,24.175,23.0993,35.3527,271.8,35.3526,-9,1999.4,-9,2322,-9,8.104,3.574,5.450
1460200711,32903,100254,74,22.7708,24.264,22.7858,35.3487,270.9,35.3486,-9,2003.8,-9,2325,-9,8.106,3.555,5.426
1460200709,32903,100009,99.6,22.3958,24.383,22.4158,35.3645,263.5,35.3646,-9,2008.4,-9,2322,-9,8.100,3.468,5.299
1460200706,32903,95509,149.3,20.6376,24.782,20.6659,35.2494,249.8,35.253,-9,2029.8,-9,2316,-9,8.082,3.161,4.853
1460200703,32903,94954,201,17.8657,25.205,17.9,34.8688,-9,-9,-9,2045.1,-9,2293,-9,8.062,2.737,4.235
1470200116,42303,160345,1999.1,1.9831,27.667,2.1212,34.6179,85.4,34.6183,-9,2358.9,-9,2413,2.81,7.802,0.952,1.513
1470200111,42303,154125,3000.2,1.3462,27.755,1.5644,34.6687,122.1,34.6688,-9,2347.6,-9,2426,2.64,7.887,1.124,1.787
1470200103,42303,150515,4494.3,1.1138,27.788,1.4878,34.6893,152.1,34.6899,-9,2326,-9,2420,2.48,7.935,1.240,1.971
1470200218,42303,192920,240.4,13.6834,25.762,13.7175,34.3651,223.1,34.3704,-9,2062.9,-9,2261,0.61,8.034,2.196,3.432
1470200215,42303,192450,357.3,10.4684,26.226,10.5111,34.1741,213.3,34.1709,-9,2102.3,-9,2260,1.07,7.991,1.792,2.818
1470200212,42303,191920,523.6,6.4723,26.73,6.5198,34.0362,106.3,34.0343,-9,2226.9,-9,2281,2.28,7.747,0.936,1.481
1470200210,42303,191615,617.6,5.3024,26.932,5.3534,34.1067,59,34.1081,-9,2283.6,-9,2306,-9,7.664,0.757,1.201
1470200208,42303,191225,753.1,4.8659,27.158,4.9266,34.3288,26.4,34.3286,-9,2325,-9,2335,3.07,7.616,0.681,1.080
1470200201,42303,190146,1022.5,3.9631,27.389,4.0409,34.4962,42.3,34.4972,-9,2341.4,-9,2367,3.03,7.680,0.771,1.223
1470200718,42403,95959,4.9,24.6678,23.449,24.6689,35.0094,232.8,-9,-9,1973.6,-9,2301,-9,8.096,3.659,5.557
1470200715,42403,95749,24.3,24.6665,23.449,24.6717,35.0094,232.7,35.0094,-9,1973.8,-9,2304,-9,8.100,3.690,5.603
1470200713,42403,95539,44.4,24.6724,23.452,24.682,35.0152,233.9,35.0181,-9,1974.7,-9,2297,-9,8.088,3.604,5.473
1470200711,42403,95329,73.9,23.2704,24.138,23.2856,35.3726,240.4,35.3737,-9,2005.1,-9,2325,-9,8.096,3.552,5.412
1470200709,42403,95119,98.7,21.1246,24.692,21.1436,35.3053,240.9,35.3058,-9,2016.5,-9,2319,-9,8.102,3.332,5.109
1470200706,42403,94745,149.4,18.9071,25.068,18.9336,35.03,223.8,35.0209,-9,2037.3,-9,2299,-9,8.070,2.887,4.454
1470200703,42403,94259,200.2,16.498,25.389,16.5303,34.6834,222.4,34.6873,-9,2047.9,-9,2280,-9,8.057,2.563,3.979
1480200116,52003,163125,1997.1,2.0281,27.663,2.1668,34.6177,87.3,34.6166,87.6,2357.4,-9,2415,2.79,7.813,0.976,1.552
1480200103,52003,153436,4499.5,1.1133,27.788,1.4878,34.6897,152.4,34.6893,152.5,2324.9,-9,2422,2.46,7.944,1.264,2.011
1480200218,52003,195034,244.9,16.0333,25.447,16.0721,34.6194,181.2,34.6042,184.9,2070.8,-9,2279,0.57,8.014,2.323,3.611
1480200216,52003,194754,330.3,12.1755,25.997,12.219,34.2813,209.4,34.283,208.3,2079.3,-9,2262,-9,8.025,2.045,3.206
1480200212,52003,194145,508.8,7.5617,26.586,7.612,34.0427,142.8,34.0415,142,2183.5,-9,2272,1.9,7.842,1.189,1.880
1480200210,52003,193840,601.2,5.9225,26.82,5.9749,34.0607,84.7,34.0592,83.6,2251.4,-9,2293,2.49,7.712,0.855,1.354
1480200207,52003,193415,733.9,4.9058,27.047,4.9649,34.1939,37,34.195,35.8,2309.7,-9,2326,2.95,7.638,0.712,1.129
1480200201,52003,192322,1019.6,4.0493,27.366,4.1276,34.4784,38.8,34.4781,40.2,2339.6,-9,2367,3.03,7.685,0.781,1.240
1480200718,52103,95612,4.6,25.2822,23.313,25.2832,35.0763,209.6,35.0764,209.1,1976.2,-9,2305,-9,8.087,3.687,5.588
1480200715,52103,95346,24.2,25.2803,23.312,25.2856,35.075,209.5,35.075,209,1976.2,-9,2306,-9,8.089,3.698,5.605
1480200713,52103,95142,45.2,24.4901,23.539,24.4998,35.0576,214.5,35.0561,214.1,1980,-9,2298,-9,8.083,3.555,5.401
1480200711,52103,94928,74.2,23.7491,23.853,23.7646,35.1818,214.8,35.1865,214.5,1991.7,-9,2312,-9,8.094,3.566,5.428
1480200706,52103,94337,148.9,21.5638,24.56,21.5929,35.2901,203.1,35.2857,203.1,2029.5,-9,2322,-9,8.078,3.243,4.966
1480200703,52103,93958,199.7,19.9171,24.894,19.954,35.1449,195.7,35.1412,196,2047.7,-9,2311,-9,8.054,2.922,4.496
1490200111,61903,142910,3000.2,1.3171,27.76,1.5347,34.6718,125.5,34.6729,125.7,2344.9,7.542,2423,2.64,7.886,1.121,1.782
1490200103,61903,135525,4500.6,1.1119,27.789,1.4866,34.6905,152.7,34.6892,152.7,2324.5,7.586,2425,2.5,7.954,1.292,2.054
1490200215,61903,190513,354.6,12.1683,25.998,12.2151,34.28,209.2,34.2682,208.3,2080.5,7.827,2260,0.84,8.016,2.006,3.145
1490200212,61903,190043,487.1,8.0432,26.527,8.093,34.057,151.9,34.0569,151.7,2169.3,7.617,2268,1.78,7.866,1.272,2.008
1490200209,61903,185619,615.3,6.2494,26.861,6.3047,34.1646,65.8,34.1567,65,2262.9,7.416,2297,2.63,7.680,0.811,1.284
1490200206,61903,185133,764.2,5.0383,27.114,5.101,34.2976,37.4,34.3032,35.9,2312.4,7.361,2334,2.97,7.653,0.743,1.179
1490200715,62003,100010,24.9,25.7878,23.225,25.7933,35.1666,208.2,35.1659,208,1978.2,8.096,2311,-9,8.084,3.740,5.658
1490200713,62003,95754,45.1,25.4146,23.331,25.4245,35.1538,211.7,35.1556,212.7,1979.6,8.091,2312,-9,8.089,3.728,5.647
1490200711,62003,95509,74.8,23.1348,24.12,23.1502,35.2972,217.3,35.3006,217.6,1999.8,8.07,2324,-9,8.106,3.595,5.481
1490200709,62003,95239,99.5,22.4936,24.3,22.5136,35.292,208.7,35.2927,209.8,2012.1,8.052,2321,-9,8.092,3.425,5.232
1490200706,62003,94839,149.6,20.7969,24.751,20.8254,35.2655,204.3,35.2724,206.4,2029.1,8.018,2317,-9,8.082,3.181,4.881
1490200703,62003,94434,200.4,19.2583,25.052,19.2944,35.1273,211.8,35.1338,211.5,2031,8.002,2307,-9,8.088,3.035,4.677
1500200111,71903,151709,2998.3,1.3433,27.756,1.5612,34.6691,125.5,34.6706,125.7,2345.3,7.533,2424,2.63,7.888,1.125,1.790
1500200103,71903,144105,4499.1,1.1127,27.788,1.4872,34.6889,152.3,34.6883,152.2,2325.8,7.575,2423,2.5,7.944,1.265,2.012
1500200217,71903,192154,295.6,12.4645,25.94,12.504,34.2787,188.8,34.2823,187.1,2091.6,7.797,2261,0.92,7.987,1.917,3.003
1500200215,71903,191839,379.3,10.03,26.287,10.0742,34.1547,193.9,34.1552,194.2,2114,7.746,2260,1.17,7.968,1.684,2.651
1500200212,71903,191454,480,7.2584,26.624,7.3047,34.0362,133.2,34.0358,134.1,2192.8,7.562,2272,1.91,7.818,1.117,1.767
1500200209,71903,191024,628.6,5.3535,26.941,5.4058,34.1254,56.1,34.124,54.3,2284.1,7.367,2308,2.79,7.658,0.750,1.189
1500200201,71903,185554,1022.6,3.9831,27.381,4.0611,34.4889,39.9,34.4903,40.4,2340.8,7.368,2371,3.05,7.695,0.798,1.267
1500200719,72003,101350,4.8,26.1374,23.23,26.1385,35.3174,206.8,35.3179,205.8,1988.2,8.085,2325,-9,8.081,3.791,5.728
1500200716,72003,101047,24.9,25.9661,23.299,25.9717,35.3386,208.1,35.3378,207.4,1990.5,8.077,2323,-9,8.077,3.740,5.655
1500200714,72003,100841,45,25.6249,23.447,25.6349,35.3935,210.1,35.393,209.6,1997.1,8.078,2327,-9,8.076,3.706,5.608
1500200712,72003,100607,74.5,23.6077,23.997,23.6232,35.3171,224.7,35.3185,224.3,1998.7,8.062,2324,-9,8.101,3.615,5.505
1500200710,72003,100231,98.7,22.243,24.382,22.2627,35.3064,223.4,35.3056,222.9,2010.2,8.046,2319,-9,8.095,3.417,5.224
