"No","NN.sigma","lat","long"
597,1.12522283926331,55.698,332.35
598,0.407557082428977,56.482,337.67
599,0.404644812148163,56.668,338.97
600,0.671935030137589,54.817,333.7
601,0.128120104434723,53.883,335.68
602,0.10549532082445,52.017,339.63
603,0.346976183562207,50.609,342.6
604,0.399240980538488,50.141,343.62
605,0.560378891472634,49.209,345.56
606,0.93358453016663,48.909,346.7
607,0.707101765426906,48.6,344.45
608,1.01859010269208,47.982,339.95
609,1.09025716093949,47.708,337.94
610,1.12336445619641,47.483,336.31
611,1.34567180025355,46.824,332.37
612,1.48731279661689,46.642,330.76
613,1.61217774994751,46.558,325.84
614,1.82436191258478,46.807,321.92
615,1.17364436292147,46.924,319.95
616,1.22330408881825,47.002,318.57
617,0.304131680835471,47,317.94
618,0.330757650835047,47,317.6
619,0.555459471160556,46.999,316.94
620,0.0436606471707013,47,316.81
621,2.26472572147417,19.495,298.03
622,2.10844669050968,20.797,297.74
623,1.63422212745784,22.063,296.77
624,1.38591615679652,23.315,295.82
625,1.08522674901613,24.562,294.89
626,0.742958441671479,25.797,294
627,0.352252789764074,27.062,295.39
628,0.494761051681214,28.335,297.03
629,0.769503890471697,29.727,298.7
630,0.287700521857721,30.873,300.34
631,0.313715292789056,31.978,301.89
632,0.430006627329006,33.135,303.51
633,0.926100391618551,36.287,303.6
634,0.729206596636356,34.797,304.27
635,0.50977414350715,32.95,304.88
636,0.221370588606594,30.995,305.51
637,0.0937011462269299,29.778,305.83
638,0.374570238266897,31.745,309.25
639,0.562591242675226,32.93,309.89
640,0.518627552256853,33.935,310.39
641,0.660857258935323,36.093,312.97
642,0.662697880727973,37.622,314.64
643,0.157883284220873,41.982,318.02
644,0.52478863330016,32.188,314.49
645,0.267570237775903,32.595,316.43
646,0.366371025932162,33.018,318.52
647,0.728331029712734,33.395,322.66
648,0.431805172165481,33.707,327.65
649,0.455739347662014,33.963,329.37
650,0.476025288810588,33.965,329.83
651,0.500029828243517,32.573,331.41
652,0.588542106158398,30.815,333.24
653,0.424802451590585,31.948,333.74
654,0.503255541222837,33.76,334.86
655,0.445135139597932,34.767,336.9
656,0.423394453380978,35.527,336.02
657,0.260628873484044,37.603,337.34
658,0.217565650709352,38.018,339.97
659,0.102292418086962,37.877,342.53
660,0.343673784406318,37.762,344.44
661,0.209865603599319,37.588,346.52
662,0.00919756788698678,37.608,348.16
663,0.0132635575611674,37.578,349.81
664,2.59158907164593,-4.8078,325.12
665,2.5944576826511,-4.0032,325.12
666,2.57530569040269,-3.0058,325.11
667,2.65765327568952,-1.6675,325
668,3.33185175856483,-0.9997,325
669,6.18726319433837,0.3325,325
670,4.64122938989364,0.9952,325
671,NA,2.3323,325
672,8.2923610758136,3.0013,325
673,8.2923610758136,3.9983,325
674,NA,4.952,325
675,2.90546706559358,-0.6645,327.5
676,1.04696782597665,-4.0002,337
677,0.861608396171681,-3.0003,337
678,1.09074431520822,-2.3332,337
679,1.61850884169188,-1.668,337
680,1.27352626108427,-1.0065,336.99
681,1.07783953824118,-0.7505,337
682,1.49119763650601,-0.501,337
683,1.57164712963911,0.121,336.88
684,1.63603242002585,0.416,337
685,1.33524893633017,0.751,337.01
686,2.65022231768376,1,337
687,1.10400036999488,3e-04,338.5
689,1.09670976439821,-0.0105,340.99
690,0.825669059690293,-0.0092,341.99
691,0.585866822506064,-0.0035,342.98
692,0.714211877324587,-0.0022,343.97
693,0.618370798004858,-5e-04,344.98
694,0.209667602187281,5e-04,345.99
695,0.136022501273009,-0.001,346.86
696,0.141400020880597,-0.003,348
697,0.0175601384551605,-1.4988,350
698,0.0588995878708497,-0.6728,349.99
699,0.209265333190668,0.0162,350.17
700,0.233176810519562,0.3347,349.98
701,0.659826817465855,1.0005,350
702,0.687435560458152,1.5007,350
703,0.697026921696819,1.9938,348.97
704,1.99270002166341,2.0002,347.97
705,0.593219651581504,1.9875,345.98
706,0.946338065974721,1.982,344.99
707,0.869578719900807,1.9865,343.97
708,1.03407471189914,2.0022,342.99
709,0.751767345565413,1.997,341.97
710,0.961403738203184,1.9932,339.96
711,1.8099098506885,0.9838,336.98
712,2.322173646001,1.9863,336.98
713,3.35331857440237,2.9935,337
714,3.8588227464754,3.958,337
715,5.49204032786802,4.5063,337
716,5.82339990914081,6.001,337
717,5.82905632666364,6.996,337
718,3.89210914916619,7.9853,336.99
719,1.42299638960018,9.0012,337
720,1.41802325097615,9.9992,336.99
721,1.38205294525177,10.998,337
722,0.736838953759304,12.001,337
723,0.842500062816517,12.999,337
724,0.888870014810919,14,337
725,0.84354622556069,14.998,337
726,0.766745729693171,17.591,335.76
727,0.630352259447548,18,333
728,0.456469621194955,18,334
729,0.60789665164835,18,335
730,0.547320398173385,17.6,335.73
731,0.639264963451886,19,336
732,0.293351990392233,18,337
733,0.21059600225827,18,338
734,0.147589885050529,18,339
735,0.556045395359957,18,339.99
736,0.148496309869728,18,340.98
737,0.0414857005975349,18,342
738,0.169927536520971,18,343
739,0.146983027081951,18.01,343.5
740,0.0429540959421909,18.01,343.58
741,0.0109442209408281,18,343.67
742,0.144615200318848,18.05,343.73
743,0.366332069598619,18.5,343.68
744,0.260321818025244,18.5,343.6
745,0.00747006963248128,18.5,343.52
746,0.0329641993324043,18.49,343.43
747,0.0990197443068249,18.5,343
748,0.0494108081809473,18.5,342
749,0.440823365757879,19,341
750,0.746852187590314,19,342
751,0.127261080745309,19,343
752,0.10350862358671,19,343.21
753,0.452126661809292,19,343.37
754,0.337545253074339,19,343.44
755,0.796679192233857,19.5,343.1
756,0.926219879908875,19.5,343.01
757,0.970277174207778,19.5,342.93
758,0.153120534008239,19.5,342
759,0.0471512088584156,19.5,341
760,0.167527357122411,20,342
761,0.680908771653549,20.39,342.47
762,2.05422728631636,20.31,342.36
763,1.18040292002197,20.24,342.25
764,1.12864971874498,20.19,342.18
765,0.153091402447368,17.5,343.03
